7357.18489847,25
7357.65073898,25
7358.04967226,25
7357.48059275,25
7355.55872223,25
7337.60501718,25
7365.96001153,25
7359.51044928,50
7360.59876916,25
7358.50739628,50
7362.6634927,28
7357.67448401,25
7367.27298157,57
7358.95106786,25
7363.54694606,25
7368.93314323,25
7369.28236248,64
7328.44376056,25
7362.64694779,25
7367.24302863,25
7386.1059337,50
256.134137155,25
23.621754373,25
29.3433719055,25
22.9015990523,25
17.7720346435,25
31.2368013377,25
30.3638464997,25
22.3675503446,25
31.5860953757,25
22.8753946316,50
31.4816809271,25
29.5839415918,25
43.4901135066,25
186.17046535,25
23.6190162555,25
89.9010881605,41
19.0836209283,42
23.599216759,25
27.1308019986,50
208.295564316,25
29.9140048907,25
32.2331210122,25
28.5257106525,25
25.5337682854,25
31.443264346,27
28.9414657384,25
19.3567935304,27
28.3221795055,25
27.2061569381,25
19.3310344154,25
27.5731088844,25
30.6953073589,25
18.9673289467,25
23.8479641465,25
23.6803297013,36
26.16963629,25
31.6021312709,25
21.1162520921,25
23.8047619262,25
20.989991115,0
25.949418402,25
31.0140772133,25
28.0928514784,33
19.486506437,50
18.0311214555,50
24.3954497474,25
49.8074716971,25
19.5189873566,25
31.2268484957,25
23.5833048635,50
5.40115614039,7
27.273740946,25
30.1216028025,25
23.8532446973,25
28.3576501939,25
18.4988106085,1
38.0978293107,27
5326.12004977,25
27.2258862094,50
20.4088661164,26
13.9978994602,25
25.4913119357,25
26.0100556271,25
79.0173425291,25
18.9982607718,25
148.737664159,25
23.6013159537,50
24.6104666428,50
24.478800875,25
6.99539967395,25
41.9644817291,25
32.6553922501,25
51.0835649106,25
41.9980189282,25
27.2585718518,25
28.2589246944,25
26.1160628763,25
35.7504220847,25
27.2726878334,25
19.5325507653,25
7361.51333922,50
267.143412923,0
259.68854694,0
268.896719218,0
267.574143833,1
253.522556879,0
268.426725426,0
256.390381994,25
268.994389713,25
262.193206513,0
285.672127229,0
78.6576470798,76
267.128612734,0
260.082692714,25
349.007734293,0
262.251735906,0
258.263600799,0
255.892337076,0
268.981106659,0
259.803705104,0
250.182902333,0
262.19266189,0
263.121497602,0
268.148763601,0
258.660159325,40
262.434804634,25
258.092393628,4
253.811800943,0
268.512451788,0
262.385511911,0
258.854170961,0
258.222885166,0
268.174027349,0
262.159423783,12
249.851747129,25
257.160087533,47
253.347258288,0
249.84233511,0
268.798362489,0
267.098925291,25
250.898518003,0
252.183524217,0
267.828300077,0
262.503901003,25
253.228749144,40
261.776588477,0
260.62153531,6
5198.26916446,25
260.063289006,29
266.459779109,29
253.655204675,0
259.020283871,26
310.186759074,0
251.510703747,0
359.620246857,0
267.083042261,25
256.50103015,25
257.595985862,0
269.796239765,50
267.29649469,0
270.488613269,0
260.914853281,0
249.784617258,0
7365.96578398,25
11.4665009937,2
7.90828447532,1
13.7521491256,0
8.42711943728,0
11.0291602665,25
8.15021610232,0
9.78172382865,0
21.3168222708,7
194.023134182,0
0.0157516158836,2
9.50231810593,25
186.053814966,3
10.039072407,0
12.3908295973,0
50.8430898781,0
17.0606640067,0
7.53831137948,25
9.57517733306,5
8.41811477951,0
5.28760130546,0
8.29287876918,0
7.88070001845,82
17.3856033157,25
33.0743678572,0
17.3916552108,0
0.0482617087048,25
25.2501500438,0
16.4449638407,0
5.1873029569,0
6.21720106642,0
18.7515786723,5
5313.04938197,0
3.40950585687,8
9.4627711055,3
56.0736640728,2
125.36437189,0
0.0614052739281,25
9.24024375644,25
4.75936062622,0
8.88355473014,0
17.4493933128,0
5.10238979533,75
8.84074030963,9
7363.55429955,25
258.745401043,0
8.68961228386,0
6.44318865325,0
10.9784217088,0
11.4748382507,0
10.1564727791,0
5.23196840594,0
11.368583223,0
2.36591565022,25
11.6656288295,0
6.99985768421,0
28.1086625317,0
185.408084229,0
8.67393006915,0
74.3504461231,0
4.04944309391,0
4.27090754637,25
185.426929286,0
7.31193488721,0
29.7445018611,0
5.77126811924,0
4.08537214835,0
11.6368851443,0
51.7155406898,0
9.44096544005,0
5.90411682906,0
4.33813343499,0
9.51349267729,0
5.76471095074,0
10.7051845404,0
3.97431626045,0
3.69043686256,0
1.09664980856,7
6.08037423347,0
11.4298235855,0
2.68893934331,0
3.6405724781,0
1.95866416124,0
3.19835730744,0
10.8919145981,0
5.70099950798,25
9.72530879017,25
4.88994020354,25
